,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
1884,wore,list,downtown,dmed,saying,wasnt,pueden,nevertheless
1885,jean,personal,nd,stayed,whenever,picking,beber,georgia
1886,vest,lindo,went,pay,slu,haard,agua,act
1887,blah,wonderful,leslie,attention,scored,forrevver,tando,beating
1888,umm,26th,niice,label,42,risk,acostado,texas
1889,calm,uhh,hangout,ma'am,men,another,gana,disappointed
1890,rough,kne,fcking,baee,byee,buzz,vomita,chinese
1891,hah,refreshes,careless,3522195438,jajaja,364,bebo,serio
1892,sunburn,snapchat,nature,lakers,se,smok,hacii,fastest
1893,gluten,boot,b,hire,extraña,freak,notfications,yayy
1894,lesson,☔❄⛄,paki,van,bastante,geek,post,chu
1895,baking,wolf,calc,gundy,aun,abbout,mona,falling
1896,wax,breakfast,chem,coach,queda,avoid,upset,plz
1897,parchment,entire,rebel,sander,tiempo,brake,thruth,careful
1898,five,merpp,mexico,pusieron,sobra,chip,respect,nomore
1899,mee,page,greenbelt,peliar,reir,dip,blockbuster,d'aww
1900,wrote,write,stare,cuarto,tan,vamonos,release,break
1901,poem,lie,grandma,con,lejos,todavía,section,hadda
1902,smirnoff,difficult,fingernail,esos,boton,falta,plan,goodd
1903,hide,doesnt,gah,polvos,fr,un,cereal,tudaee
1904,looking,jaimaican,giving,niños,sup,año,xxl,fiinnaa
1905,bulldog,criticizing,inherited,cuaryto,lou,¿que,nacho,chiill
1906,pull,voting,grandpa,esta,xo,edad,taco,rest
1907,miguel,seven,colored,casi,acting,tienes,bell,niightt
1908,damit,idfk,eehh,blando,caption,otp,kaiser,christina
1909,notebook,buy,berea,thinned,xerxes,cedrick,medical,dolled
1910,porn,paycheck,bee,alcohol✨,makeup,explain,demarcus,shoppingshopping
1911,site,bday,bestfriends,aviation,faucet,possible,slept,organism
1912,jacking,follows,abducted,mama,wooah,list,seungri,describe
1913,continues,clean,simple,texted,baked,tweedle,bucket,competition
1914,throat,worded,trustloyalty,longer,freerange,official,matt,basically
1915,audition,informed,bt,teenager,stuffed,client,collegiate,size
1916,wandering,snl,blog,ahah,fontina,add,common,texted
1917,suffer,spoofing,essay,holy,roasted,wallet,idea,ai
1918,considering,homeland,due,premiere,garlic,17,acquaintance,manhattan
1919,boredd,epi,babyy,mr,richmond,freakin,general,bound
1920,deleting,richmond,bus,lobo,hill,story,hated,paint
1921,recorded,att,pc,huh,whoot,stuck,sheri,red
1922,absolutely,spose,aa,khris,007,defense,riley,handuh
1923,motherfucker,term,pants…,middleton,wondering,hadnt,jonah,ny
1924,join,fucken,icant,checking,bourbon,bama,usually,oreo
1925,begin,zack,920,career,…,quite,silent,cheesecake
1926,ohio,bud,sat,bell,normal,odds,killer,budd
1927,hold,depressed,yrds,tampa,nephew,crashed,latest,massachusetts
1928,amanda,usually,ribbon,tank,gf,speak,degrassi,amherst
1929,practicing,fan,bow,grama,totally,spanish,livetweet,brownie
1930,score,pozole,clerk6,chilies,kidding,ive,probz,nicki
1931,alert,breaking,flipped,popping,hoodrat,literally,alli,minaj
1932,1044,premiere,stupidest,wobble,loan,precisa,instaa,byoyout
1933,q3,cabin,effing,neighborhood,dead,minha,photoshopped,coyoyourse
1934,golson,lookout,certain,christ,zac,irma,calling,doyoyoubt
1935,goodman,character,contradicts,simple,efron,vai,serg,myoyouch
1936,18yd,lick,theory,tall,drivingg,comprar,niall,knoww
1937,td,blanket,health,sich,specific,pra,them~,donny
1938,brindza,wearing,sleeve,midget,dread,mim,mamma,sometimes
1939,pat,sweat,sweater,hannah,eat,pocket,stayn,toddler
1940,9play,sweater,blatantly,loll,plate,dialed,month,fat
1941,65yard,speechless,kanji,xo,saving,anchor,abusive,chow
1942,honestlyy,fresh,smooth,precious,drinking,neighborhood,faithful,portillos
1943,wannaa,chaos,saban,thy,genesee,hitting,bruise,smiling
1944,homee,idgaf,require,relax,near,hold,knew,hurt
1945,partyy,open,orgasm,yawn,suit,tight,basketball,touching
1946,somewheree,bottle,gym,single,walking,industrial,fatass,ear
1947,elsee,wrap,discovery,pringle,sf,piercing,chicken,growing
1948,swerve,worldd,christian,wooaah,hummus,apple,strip,roomy
1949,disappointing,3333,truly,oomf,2000,map,foodsco,sweare
1950,blockbuster,camp,danger,ol,havent,google,mcdonalds,william
1951,scumbag,anthony,democracy,lying,whats,hahahahaha,thru,kenneth
1952,rudy,asleep,america,tweeting,peopke,megan,sarcastic,weese
1953,nh,teriyaki,nee,texas,bit,mees,took,laa
1954,basic,tm,throat,depressing,steph,write,5min,babygirl
1955,bum,largest,timonium,given,freshman,thrown,seat,bia
1956,lead,pencil,hardly,behind,yearr,surf,bus,bring
1957,george,city,livin,bond,homegirl,turf,hella,nextt
1958,harrison,museum,elijah,pointless,fonked,lived,visit,bringing
1959,smoker,atleast,writting,chest,morningtimee,⚽,definitely,1st
1960,ohh,kno,clownn,pumpin,used,climb,retirement,sitting
1961,poptart,hideous,christina,outta,trey,bieber,titty,btches
1962,caky,psycho,aguilera,beach,partt,selena,diaper,sosa
1963,heartless,saturdy,gwen,gulf,wrapped,gomez,police,makin
1964,buggs,niqht,stefani,shore,bewitched,l,coauthor,noise
1965,window,single,fraternal,unnecessary,tara,longest,tt,matthew
1966,neighbor,domt,twin,hashtags,rent,bringing,dragon,third
1967,rowdy,sammi,edgy,vent,scary,thousand,board,sebastiancucalon123
1968,bonfire,happybirthday,wil,facing,orr,ace,literally,pump
1969,online,sleepover,soft,followed,housee,spoiled,stupidest,herbie
1970,nervous,hw,girly,turning,jamie,liking,scrabble,bug
1971,tlk,antisocial,equally,actual,denton,sh,lebron,hipsta
1972,ugghh,insecure,talented,clothes,average,fuckin,commcercial,hahahhahaha
1973,mnit,yo,sub,wise,bww,pimple,snl,hoe
1974,hang,extraños,biitch,passed,hospital,period,bahaha,ace
1975,whenever,dia,repeat,spend,sheet,tank,meet,mad
1976,texas,cuando,jamba,steelers,sits,plaque,20,term
1977,settle,tenia,juice,passion,didnt,4the,pgs,serenade
1978,ops,ke,tv,ness,hid,level,dakota,megan
1979,h3a,amar,nope,iphone,tmm,parking,peddle,codie
1980,sai,nada,orange,uc,tonite,garage,parking,caroline
1981,em,baseball,wierd,private,spider,happen,ie10s,passing
1982,gonad,team,fruit,lord,blu,david,win8,campesino
1983,husband,student,syrup,wearing,ray,held,diff,clubbing
1984,cheating,sicker,izzylun,makeup,heatn,dig,chrome,niall
1985,coach,sweatshirt,d8,boob,cv,musiq,fragmented,grr
1986,shake,bumblebee,energysolutions,snape,cheesecake,soulchild,vibrated,okaay
1987,banquet,helpless,arena,lily,jenna,beautiful,piks,pumpkin
1988,lincoln,derp,reach,potter,awkward,jam,october,yella
1989,karina,partyjnn,imu,every,shes,lover,2011,familyy
1990,doritos,doee,finna,episode,nash,shoulda,skiny,kb
1991,stale,chest,yall,tshirt,howard,knw,awk,neck
1992,ass,nut,punise,biggest,bynum,closest,fight,wrist
1993,sigh,keithen,hennessy,4am,jackson,attitude,ort,kod
1994,bae,welcome,event,cheyanne,cuban,effed,check,lip
1995,answering,gay,xochitl,unt,african,clothes,mail,mai
1996,bull,grandma,clothes,someponies,dominican,instagramtwitter,mickey,dd
1997,risky,98,freakin,wasnt,monday…,papis,mouse,shitty
1998,fortunate,couldnt,housewarming,ganna,puked,discovered,waffle,shoutouts
1999,stressed,damnn,booming,contact,bullshit,texttotalk,yeaah,qhs
2000,played,cham,success,5105,112511,anymoree,smiling,sat
2001,2mins,spell,wahh,mount,cuff,dwarf,making,yew
2002,flowing,ramen,tat,pisgah,☔☀⛄,slippery,stupid,followhim
2003,none,idek,tender,student,degree,invited,thoyought,lipstick
2004,worth,l,whoa,crisis,☀,glow,vibration,dig
2005,focus,born,emma,averted,freezing,showered,chest,vanessa
2006,okk,strength,motor,table,⛄,motivation,star,buffalo
2007,burnt,sadness,boated,dick,leaving,snhu,hideous,asdfghjkl
2008,vacuum,sexy,concentrated,pussy,snapback,missin,eyebrow,30th
2009,sweeper,ee,result,lmaoo,rocknit,twitterless,lane,gingg
2010,trumbull,insurance,dive,dust,anxioyously,point,lincoln,badly
2011,memorial,escalegs,v,quinceñera,younderstand,band,blvd,biaatch
2012,control,bebe,technology,happiest,alot2organizeship,based,okk,victoria
2013,actual,txt,english,earth,ticket,froze,gosh,frost
2014,bullying,hooray,project,shopper,wanting,also,whatcha,brewsky
2015,period,join,speak,swole,emphasis,smash,tend,sport
2016,character,parisi,louder,iy,capitalized,plot,hopefully,omfg
2017,uhh,country,un,soa,plano,twist,friday,andd
2018,random,accent,pan,begin,fox,releasing,enough,touchdown
2019,charger,million,con,debbie,drank,video,buy,extremely
2020,laura,ight,pollo,fill,chase,correy,book,effort
2021,localmin,accident,bun,premium,becoming,drunk,drooling,close
2022,bartender,awkwardly,debating,ratchet,redneck,ryans,3040,book
2023,friendly,unlike,chuck,jk,smh,crabby,psych,giant
2024,breezeway,veteran,knee,locker,ar,meuh,whathappensnext,short
2025,pub,chill,boot,lake,practically,ear,lightweight,sexual
2026,chill,five,mercy,wale,ayountie,infection,jackie,kissing
2027,situation,updated,anxiety,bihh,gracyn,puffy,cuter,perfectly
2028,straight,santa,celtic,hoping,hell,lip,penguin,tosh
2029,prolli,rosa,kg,sale,isu,tragus,polar,happen
2030,free,weeze,nudging,bundle,55,maaybe,bear,boardwalk
2031,prostate,bleeding,belly,checked,staying,hole,hoping,woo
2032,screening,jonathan,douglas,aw,copley,legit,secret,norman
2033,offere,faked,moss,billionaire,sq,pretending,freaken,merissas
2034,cdatagreenfield,strip,creep,mansion,sued,corner,carrot,bravo
2035,adena,servage,laughin,instead,carly,yurr,cooked,restored
2036,greenfield,lived,watchin,ann,rae,ohhkay,gross,rush
2037,medical,dnt,raymon,arbor,beliebers,yuh,ive,young
2038,announced,tyrane,messing,tummy,march,result,workin,welcome
2039,pr,9802530965,fucked,rode,bfs,completely,6am,preordered
2040,chance,wahh,badly,morris,shoutouts,anyway,dam,midnight
2041,club,leaving,lay,bus,mejor,0,shower,premiere
2042,venue,conference,table,block,parte,solo,tha,kissed
2043,december,thursday,51,heard,fue,dijo,nxt,liked
2044,akelights,meanie,puttin,frontside,cuando,queria,later,nyucki
2045,offbedcold,bar,insta,unfollowed,comenzo,seguir,luke,ginger
2046,pilliow,key,fault,everyones,reirse,platicando,bryan,bread
2047,ipo,common,lookin,✌✨,muy,el,summit,estaa
2048,hung,3years,ratty,piñata,duro,llora,remembered,alexiss
2049,betch,bro,anyway,nick,mientras,muchopoquito,anatomy,cayouse
2050,arturo,lockdown,wondering,tgi,trataba,coyould,test,knw
2051,selena,stefon,remembered,hi,llorar,gyouys,beiber,byourn
2052,gomez,onee,water,riscky,fuertemente,popular,drove,wierdo
2053,strange,bros,san,barbeque,ciera,haveing,spot,llol
2054,android,errgg,jose,shouldnt,tatted,argument,oww,room
2055,overloa,ive,finish,silky,impossible,kik,tear,anniversary
2056,nexus,ah,washing,totally,haight,shivam,sting,95
2057,launch,dm,grama,quiet,ang,touched,empty,floor
2058,detail,hmyou,infront,29,bongga,shocked,blender,hancock
2059,tmobile,facebook,dollar,doctor,mga,frankenweenie,druggie,trend
2060,2day,aha,nissan,marvelous,mo,hw,creepin,nobody
2061,nutcracker,ots,rim,bummed,liams,field,havent,definitely
2062,market,tomarrow,le,move,vag,heritage,set,learning
2063,atascocita,summer,hahahahaha,may,taray,holly,pushup,kye
2064,till,stiches,jforb,weedeater,arrived,ghost,guilty,bake
2065,dawn,havnt,grown,roadhouse,huh,figure,litterally,cooky
2066,needed,niggah,weed,fest,nuthin,heater,bother,celebrate
2067,unnoticed,die,kindly,fuuck,lm,lool,steal,goody
2068,shrug,bee,cyoute,1010,battlefield,classy,effort,boyfran
2069,user,13,loss,silly,hallmark,shove,breakaway,di
2070,interface,ridiculous,liking,copper,jayz,knife,courtney,menna
2071,overcomplicate,supposed,ig,river,dogg,deeper,notice,dub
2072,pas,berf,sir,splendid,foxx,bleed,iwanted,body
2073,traveler,official,everytime,catching,flapped,addiction,imiss,followed
2074,wrip,warm,mode,♡,rick,open,'bros,smh
2075,momwere,shoulda,stumbling,makinq,ross,apparently,guyfriends,thoyought
2076,momshe,ehh,bedroom,headin,beat,chew,harry,gyouess
2077,grounded,whatever,äegerbombs,butter,floyd,loner,wink,carolina
2078,alowed,lawd,line,pecan,dinasour,titusville,simple,mumford
2079,stink,2006,dip,gummy,waited,build,liam,son
2080,ewweeww,nissan,tspencep,added,losing,fire,ripped,hollywood
2081,retweet,altima,nike,babygirl,danced,relate,zaynlouis,bowl
2082,heel,10minute,sb,sprinkle,slept,performing,cutter,lsu
2083,callate,aaww,skateboarding,cartoon,12hrs,bulletproof,aw,⚪
2084,guey,kitty,sixth,georgia,running,merpp,shuck,blonde
2085,chunky,singleswaggin,mill,dawg,break,reunite,draw,barbie
2086,thooee,08,supper,iget,iya,weird,watcha,brunette
2087,ayy,fullerton,worser,seea,dia,ooh,eh,sweetest
2088,obsessedly,skype,kindof,doc,emg,regulate,freak,poop
2089,useful,whoop,staring,breanna,mau,bord,buh,past
2090,advice,barbary,computer,swolenihave,nyamperin,abc,university,photo
2091,pong,stress,145,spot,aku,tracked,village,helped
2092,md,honestly,closer,ithink,lagi,crawling,wicked,candle
2093,aha,shy,angel,fry,ntn,ice,nj,thankyou
2094,hurry,eachother,ithink,retweet,aja,failed,drugnk,{
2095,charge,304,iseen,fav,uclaathletics,screamed,asking,txt
2096,thrift,543,neck,mention,bruin,genna,ariel,maddis
2097,fin,4763,tilt,allergic,warmups,deaf,fix,clue
2098,official,medicine,appointment,reaction,pullman,graduate,morenito169,pick
2099,transcript,burned,surgery,ate,pm,gianni,mm,woulda
2100,senate,hoot,vibration,buut,hholna,actual,sophie,shoulda
2101,titanic,drank,massaging,cook,haas,job,headphone,signed
2102,1912,handy,restayourant,akrowdy,hfgdg,anyways,jamming,nsn
2103,wison,wishing,clyoub,cramp,nsnxkzlilulhhku,missy,snoring,poster
2104,yandel,ermahgerd,dyoumb,silas,huí,chat,gun,expecting
2105,drewlin,cat,anybody,capable,jljo,representing,yay,dint
2106,byoyout,lady,8,braiding,rr,personally,afroman,emojis
2107,rarely,private,meeting,ama,charm,slut,cried,thought
2108,smart,yap,gram,whore,braclet,oregon,onion,amaazing
2109,di,answering,woke,drenched,legit,12am,followback,courtesy
2110,shoveling,ordering,fever,series,later,priority,click,coliseum
2111,salsa,swift,eh,facial,netflix,sahara,underage,11
2112,bieber,ticket,dq,expression,bitching,practically,legal,colorado
2113,concert,routine,byouying,dessert,ee,sayin,tbr,root
2114,fyounny,asthma,byou,champps,saddleback,therapist,tf,float
2115,inclyouded,attack,gangnam,americana,cuse,statistic,subtweeted,layoyough
2116,pleaser,rap,grounded,showed,uncle,sociology,wahhisthis,whose
2117,majority,coast,keeper,website,nut,research,erg,wanta
2118,scene,cryiing,0pages,design,chrome,paper,cunninlynguists,blink182
2119,wanting,unfollowed,h,piece,230,moving,pandora,feelin
2120,everywhere,acting,major,grateful,macosx,nyc,creepinn,'bama
2121,serious,sheep,likem,mane,333,area,thanks,gnight
2122,pshh,tier,wana,bronycon,doesent,charm,byee,loll
2123,jan,poodle,track,diminishing,cheat,meadowlands,heavily,alexa
2124,season,suddenly,mud,also,wif,oo,irritated,til
2125,sf,nelly,wrestling,2000,sum1,annoyed,clean,california
2126,learned,meal,tourny,dalmatian,bt,perkins,938,kitchen
2127,crew,noodle,baldheaded,5•23•10,dnt,attend,scrubbing,bruno
2128,goodbyou,le,lololol,11•10•12,rian,unless,laundry,mar
2129,dooley,5min,fiine,eata,snatch,doubtful,spend,cross
2130,basically,assignment,grann,⚽,rapped,midnight,loner,looked
2131,palardy,starbucks,short,dam,drake,lobo,nobody,join
2132,syoyouck,ohh0,texters,peed,low,pro,texting,xc
2133,bound,booboo,lag,downstairs,squakey,bowling,busy,met
2134,dave,dam…so,dare,pig,voicee,wii,hitin,alive✌
2135,cuddle,screwed,celebrating,usual,plastic,front,scroll,wore
2136,blowing,…or,deadmai,brownie,bag,row,tl,legging
2137,boo,lmao…,876,hahahahha,..,amc,pussboy,oversized
2138,partying,us,kellycaines,write,",",empire,gained,aarms
2139,trippy,tool,medieval,diet,,25,knee,younngg
2140,lat,wheel,tournament,regret,,atlas,til,sad
2141,bsc,wheelchair,jollibee,dent,,43,weighed,davis
2142,buffalo,harm,near,inte,,others,baseline,mccooey
2143,defiantly,ragan,highland,strange,,church,30lbs,field
2144,restaunts,dropped,covina,sharp,,jean,information,loove
2145,complement,quick,margarita,thru,,short,mgfacts,sea
2146,goddamn,factor,lizzi,talkin,,pittsburgh,dark,catch
2147,fredo,woulda,grille,mirror,,gay,knight,backward
2148,styouff,absolutely,pregnant,alike,,post,rise,nick
2149,boyout,ceremony,beverly,buff,,yogurt,bane,swardson
2150,jyoustin,harry,ahah,skinny,,thinkin,needed,cancelled
2151,makin,blah,include,slater,,teresa,3inch,hubbycakes
2152,waju,pb,folding,alc,,nick,batman,g
2153,excited,estuviera,laundry,decide,,sweat,muffin,friday
2154,tearingup,aquí,choir,reappearance,,practice,pitch,fold
2155,psalm,conmigo,mamakat,evening,,hungover,whr,clothes
2156,4610,fuera,shoulder,managed,,syoyoucks,stripper,gross
2157,exalted,pero,bright,diana,,myoyouch,couple,miley
2158,among,nunca,wouldve,cent,,yoyoupset,warm,kitty
2159,heathen,vino,brace,swift,,absolutely,fireplace,listening
2160,earth,alex,uk,concert,,grandparent,nipple,glee
2161,incrediroll,app,generation,awhh,,despicable,totoo,coldplay
2162,absolute,..,brick,wolverine,,..,bakla,fck
2163,pig,",",deer,inn,,",",ba,begin
2164,evening,...,migranes,welcomed,,,bakit,slam
2165,speechless,,☞,chilly,,,ganyan,lbpdc
2166,ipad,,☜,weather,,,mga,athenaeum
2167,solve,,losing,space,,,creepy,theatre
2168,arguement,,wde,aly,,,eyed,yoyour
2169,simple,,heater,joy,,,pea,inlove
2170,uugghh,,died,crew,,,retweeted,becyouz
2171,lolol,,hatee,poppin,,,mcchickens,aroyound
2172,anyway,,granddaughter,cali,,,lent,tourist
2173,molly,,painted,jug,,,heck,pike
2174,beach,,chinese,understand,,,19k,lalalaave
2175,reference,,nerve,inch,,,frightning,rileyestelle
2176,fl,,wii,swinging,,,intertubes,lorenabridget
2177,rhyme,,thankyou,bob,,,scary,cabo
2178,announce,,milkshake,drove,,,snowman,lauren
2179,advertisement,,history,honked,,,⛄,communicative
2180,cuz,,beta,horn,,,✋,property
2181,conscious,,cat,yoyou,,,weed,youre
2182,dbags,,popped,byoyout,,,colorado,3333
2183,boob,,steering,flat,,,cheerleader,choice
2184,vaginia,,belt,screen,,,reply,pt
2185,flight,,realized,imiss,,,answer,golden
2186,aw,,naughty,myseld,,,nko,rode
2187,killinngg,,biscuit,^^,,,heheh,fantastic
2188,nick,,unless,tweeted,,,sunod,alls
2189,nora,,promise,gyouys,,,nlng,punched
2190,charles,,central,theatredance,,,gud,admit
2191,thin,,cheatin,amm,,,nyt,burn
2192,encore,,bidness,explain,,,unit,album
2193,blog,,❄,husband,,,disturb,jt
2194,outspoken,,wore,orlando,,,goodnight,likely
2195,freckle,,vest,lacrosse,,,losing,wbu
2196,living,,blah,tourney,,,dola,scott
2197,1104,,hah,news,,,correct,pressure
2198,rockaway,,gluten,mayne,,,ahahahahhahahahahahahaha,saying
2199,township,,led,meet,,,hen,goodbye
2200,jump,,bahahaha,ti,,,wind,momma
2201,screen,,hella,egg,,,otherwise,rockin
2202,uppercut,,defend,nog,,,zombie,cruel
2203,nonsense,,rough,fancy,,,invasion,brauds
2204,healthcare,,baking,cup,,,explanation,bracelet
2205,pelar,,wax,ballin,,,fuckit,stole
2206,alot,,parchment,field,,,dnt,mamaa
2207,nueces,,five,sawdy,,,promoting,lien
2208,eats,,mee,share,,,military,trish
2209,rain,,wrote,player,,,skirt,jasepis
2210,earlier,,poem,shyt,,,snowboots,awhile
2211,oohh,,bp,..,,,trend,maatter
2212,godd,,champ,...,,,reminds,tweeted
2213,daniel,,eff,",",,,rubbing,backrt
2214,jael,,handle,,,,poking,physically
2215,crib,,ni,,,,prof,mentally
2216,omgee,,bulldog,,,,wont,spiritually
2217,stfuu,,pull,,,,swear,sexually
2218,stepped,,miguel,,,,gawd,emotionally
2219,trailer,,site,,,,ku,iowa
2220,load,,jacking,,,,learns,3332
2221,flat,,continues,,,,arithmetic,teehee
2222,tire,,soar,,,,taste,entertain
2223,71st,,audition,,,,fresh,voxer
2224,prou,,wandering,,,,hallway,vandal
2225,sc,,considering,,,,kicked,odc
2226,compete,,possible,,,,ghetto,mii
2227,perry,,blowing,,,,hotel,serious
2228,wheezy,,deserving,,,,protein,porch
2229,chelsea,,boredd,,,,someoneanyone,smaller
2230,ali,,deleting,,,,wierd,campfire
2231,boyfrien,,recorded,,,,wife,named
2232,enjoying,,join,,,,rare,sonia
2233,cookie,,begin,,,,act,4'11
2234,dough,,ohio,,,,successfully,article
2235,talm,,radio,,,,taught,magazine
2236,meh,,medication,,,,toilet,laughed
2237,anotha,,zoned,,,,popped,breitbart
2238,candels,,cheyenne,,,,offer,fox
2239,bathbody,,alert,,,,1hr,news
2240,strict,,1044,,,,madness,car
2241,questing,,q3,,,,skin,happened
2242,comfortable,,bc,,,,wierdest,…
2243,wasting,,golson,,,,vhs,sisterly
2244,drinkies,,goodman,,,,creepiest,10152002
2245,wif,,18yd,,,,million,hidden
2246,longer,,td,,,,radio,creek
2247,min,,brindza,,,,serious,villa
2248,explain,,pat,,,,maryjane,suoer
2249,weed,,9play,,,,dosent,strange
2250,bet,,65yard,,,,candy,irresistable
2251,stabbed,,320,,,,morman,101
2252,yeap,,yard,,,,chief,bonfire
2253,valley,,usc,,,,led,seek
2254,salad,,c'mon,,,,single,keiilie
2255,lettuce,,honestlyy,,,,luckie,nate
2256,tomato,,wannaa,,,,fainted,skin
2257,vacation,,homee,,,,vv,fn
2258,2nd,,partyy,,,,nasty,cloth
2259,train,,somewheree,,,,brings,canton
2260,parker,,elsee,,,,darrius,taxi
2261,knocked,,liq,,,,upload,guud
2262,tackled,,swerve,,,,shitload,rachtetts
2263,onto,,blockbuster,,,,math,ratchett
2264,tickling,,scumbag,,,,homework,sweat
2265,datz,,rudy,,,,absent,dripping
2266,si,,upside,,,,relaxing,❗
2267,age,,dating,,,,susie,shell
2268,location,,whenever,,,,retweets,penn
2269,cracken,,andy,,,,trey,station
2270,lookin,,hunt,,,,songz,tan
2271,fsee,,tomato,,,,timeline,visiting
2272,total,,commercial,,,,voodoo,spring
2273,666,,raving,,,,lounge,headache
2274,insta,,product,,,,squirted,k
2275,satan,,tactic,,,,fa,pussy
2276,temecula,,pyoyout,,,,lack,sang
2277,worship,,makeyoyoup,,,,tryin,developed
2278,coconut,,facetime,,,,crave,obsession
2279,rum,,wyoyoyou,,,,milk,garrett
2280,bitched,,layoyoundry,,,,ew,hedlund
2281,pale,,george,,,,wing,cinematic
2282,winter,,harrison,,,,warehouse,dramatic
2283,solstice,,smoker,,,,darlin,ending
2284,manor,,trulyy,,,,cunt,youll
2285,bigger,,highest,,,,matter,undone
2286,metta,,ohh,,,,stalker,spinning
2287,peace,,poptart,,,,14,bagel
2288,wur,,demolishing,,,,smoking,cheese
2289,mw3,,creative,,,,twerked,payton
2290,brings,,sheep,,,,convo,riley
2291,typo,,beginning,,,,bhit,galaxy
2292,spicy,,serving,,,,eminem,cattle
2293,sheeit,,odell,,,,west,convo
2294,holy,,buggs,,,,orite,meeting
2295,surprise,,window,,,,4hours,role
2296,yup,,neighbor,,,,write,model
2297,denting,,rowdy,,,,code,kirstie
2298,wtff,,bonfire,,,,visual,along
2299,instagram,,online,,,,studio,bffl
2300,welp,,nervous,,,,winrt,tarleton
2301,recording,,tlk,,,,tablet,square
2302,story,,tried,,,,eleanor,lobster
2303,system,,jumped,,,,wasnt,roommate
2304,rev,,girlfrien,,,,taken,fighter
2305,engine,,mnit,,,,stitch,muaah
2306,xii,,hang,,,,cramp,jyouice
2307,ensured,,monkey,,,,twitlonger,splash
2308,sec,,hahahaha,,,,retainer,screen
2309,championship,,settle,,,,safe,worry
2310,lately,,ops,,,,babygirl,ell7amdellah
2311,hotel,,h3a,,,,jkjk,eftakrtoo
2312,hall,,amanda,,,,sarah,wrote
2313,bit,,sai,,,,desert,dior
2314,myy,,gonad,,,,mcdonds,lyouv
2315,smokey,,dickhead,,,,facckk,bb
2316,lol…,,skirt,,,,2nite,zeppelin
2317,picking,,husband,,,,ditched,dope
2318,pecan,,bubble,,,,salty,stopp
2319,yard,,coach,,,,city,fierce
2320,neka,,shake,,,,boise,gotten
2321,wine,,banquet,,,,golden,babysit
2322,empty,,deff,,,,corral,hooked
2323,urban,,lincoln,,,,spammed,addicting
2324,catalog,,pretend,,,,spamming,autocorrect
2325,paycheck,,karina,,,,line,fayetteville
2326,donated,,doritos,,,,california,kobe
2327,kroger,,ass,,,,sunset,thick
2328,fed,,bae,,,,diego,muvico
2329,meal,,answering,,,,torrey,centro
2330,bloo,,booty,,,,pine,ybor
2331,naww,,risky,,,,gliderport,20
2332,bithc,,silly,,,,close,dreaming
2333,tlkin,,fortunate,,,,puppet,upset
2334,shxt,,moved,,,,wht,ypu
2335,onn,,downstairs,,,,marshall,dm
2336,finally,,stressed,,,,harris,crop
2337,mountain,,played,,,,csn,ab
2338,doom,,2mins,,,,total,nut
2339,skycrawler,,row,,,,loser,cheerio
2340,mf,,unheard,,,,talkinging,consists
2341,freestyle,,fierro,,,,ladder,couch
2342,abbreviate,,pues,,,,15,somebody
2343,ky,,8000,,,,eagle,yep
2344,uniform,,homie,,,,bible,~^o^~
2345,ticked,,pulling,,,,completely,aidric
2346,hella,,driveway,,,,changed,prairie
2347,obviously,,39,,,,whenever,pho
2348,retweeted,,younger,,,,exist,slyoutt
2349,obvi,,version,,,,knowing,betteer
2350,fantastic,,flowing,,,,jersey,tm
2351,philklein,,worth,,,,aha,days
2352,meany,,focus,,,,theresa,remind
2353,theater,,remind,,,,atik,alex
2354,hi,,ouch,,,,hahahahaha,ani
2355,tanya,,vfw,,,,ksi,tall
2356,daughter,,highlight,,,,ako,brittwood
2357,secon,,vernon,,,,chapter,apartment
2358,breeze,,borrow,,,,kung,abt
2359,fro,,condom,,,,isang,drama
2360,finnah,,fitting,,,,muna,pumpum
2361,frustrating,,true………never,,,,i'get,wynn
2362,everr,,easier,,,,ganna,vega
2363,mistake,,wherever,,,,suspect,..
2364,fix,,actual,,,,funny,","
2365,1111,,riight,,,,hide,
2366,wi,,bullying,,,,behaving,
2367,1112,,period,,,,boob,
2368,yoused,,abby,,,,reality,
2369,smoke,,tattoo,,,,wrench,
2370,emotional,,studio,,,,dm,
2371,byout,,boo,,,,matthew,
2372,pill,,c,,,,exact,
2373,jyoudge,,uhh,,,,1111,
2374,idgaf,,random,,,,guh,
2375,turned,,laura,,,,shopaholic,
2376,same…,,localmin,,,,rehab,
2377,cheerleading,,bartender,,,,thunderstorm,
2378,shall,,breezeway,,,,6000,
2379,prep,,pub,,,,earlier,
2380,mile,,situation,,,,5hrs,
2381,trippen,,prolli,,,,duck,
2382,loosing,,free,,,,offense,
2383,prince,,prostate,,,,mariotta,
2384,morgan,,screening,,,,350,
2385,freeman,,offere,,,,6td,
2386,severus,,cdatagreenfield,,,,swimming,
2387,weir,,adena,,,,pool,
2388,beaver,,greenfield,,,,full,
2389,chanting,,medical,,,,liquor,
2390,'we,,announced,,,,divee,
2391,longest,,pr,,,,worried,
2392,frentz,,chance,,,,lls,
2393,deffendall,,oregon,,,,definitly,
2394,sosnovich,,dooee,,,,hi,
2395,garvey,,club,,,,dickhead,
2396,greer,,venue,,,,stud,
2397,steber,,december,,,,ay,
2398,pegram,,akelights,,,,silly,
2399,karel,,offbedcold,,,,scaryclowns,
